0,0,0,0,0,0
0,0,0,0,0,0
0.0548154,0.894158,0.0182718,0.298053,0.0182718,0.298053
0.0256439,0.922368,0.0201148,0.454131,0.0201148,0.454131
0.0642555,0.634512,0.028943,0.490208,0.028943,0.490208
0.0758906,0.868443,0.0367676,0.553247,0.0367676,0.553247
0.0538361,0.483282,0.0392059,0.543252,0.0392059,0.543252
0.0890995,0.739553,0.0454426,0.567789,0.0454426,0.567789
0.0899521,0.425071,0.0503881,0.551932,0.0503881,0.551932
0.0625504,0.488111,0.0516043,0.54555,0.0516043,0.54555
0.057055,0.516405,0.0520999,0.5429,0.0520999,0.5429
0.0326778,0.26633,0.0504814,0.519853,0.0504814,0.519853
0.0381163,0.271963,0.0495302,0.500784,0.0495302,0.500784
0.0405257,0.263332,0.048887,0.483823,0.048887,0.483823
0.0283077,0.192926,0.0475151,0.46443,0.0475151,0.46443
0.0284672,0.516842,0.0463246,0.467706,0.0463246,0.467706
0.0512827,0.63734,0.0466162,0.477684,0.0466162,0.477684
0.0522272,0.427091,0.046928,0.474874,0.046928,0.474874
0.0611617,0.522766,0.0476771,0.477394,0.0476771,0.477394
0.0572238,0.461615,0.0481544,0.476605,0.0481544,0.476605
0.0498552,0.561484,0.0482354,0.480647,0.0482354,0.480647
0.0522224,0.524571,0.0484166,0.482644,0.0484166,0.482644
0.0584925,0.316681,0.0488547,0.475428,0.0488547,0.475428
0.0584925,0.316681,0.0492563,0.468813,0.0492563,0.468813
0.0613577,0.616381,0.0497404,0.474716,0.0497404,0.474716
0.0671693,0.267449,0.0504107,0.466744,0.0504107,0.466744
0.0671693,0.267449,0.0510314,0.459363,0.0510314,0.459363
0.0671693,0.267449,0.0516077,0.452509,0.0516077,0.452509
0.0671693,0.267449,0.0521443,0.446128,0.0521443,0.446128
0.0467447,0.299205,0.0519644,0.44123,0.0519644,0.44123
0.0775343,0.909115,0.0527892,0.456323,0.0527892,0.456323
0.0583258,0.25466,0.0529622,0.450021,0.0529622,0.450021
0.0358661,0.364216,0.0524442,0.447421,0.0524442,0.447421
0.0244473,0.216616,0.0516207,0.440633,0.0516207,0.440633
0.0285902,0.319358,0.0509627,0.437168,0.0509627,0.437168
0.0207009,0.197414,0.0501221,0.430508,0.0501221,0.430508
0.0168984,0.217551,0.0492242,0.424752,0.0492242,0.424752
0.0168984,0.217551,0.0483735,0.4193,0.0483735,0.4193
0.0142884,0.181153,0.0474995,0.413193,0.0474995,0.413193
0.0119499,0.143506,0.0466108,0.406451,0.0466108,0.406451
0.0119499,0.143506,0.0457654,0.400038,0.0457654,0.400038
0.0130268,0.185712,0.0449859,0.394935,0.0449859,0.394935
0.0228612,0.256797,0.0444714,0.391722,0.0444714,0.391722
0.0228612,0.256797,0.0439802,0.388656,0.0439802,0.388656
0.0191654,0.1373,0.0434288,0.38307,0.0434288,0.38307
0.0173665,0.194717,0.0428622,0.378976,0.0428622,0.378976
0.0173665,0.194717,0.0423197,0.375055,0.0423197,0.375055
0.0173665,0.194717,0.0417999,0.371298,0.0417999,0.371298
0.0228853,0.26427,0.0414139,0.369114,0.0414139,0.369114
0.0210499,0.205539,0.0410066,0.365842,0.0410066,0.365842
0.0210499,0.205539,0.0406153,0.362699,0.0406153,0.362699
0.0247727,0.177286,0.0403106,0.359134,0.0403106,0.359134
0.0151131,0.193594,0.0398352,0.35601,0.0398352,0.35601
0.0151131,0.193594,0.0393774,0.353002,0.0393774,0.353002
0.0205887,0.262808,0.0390358,0.351363,0.0390358,0.351363
0.0213128,0.200703,0.0387193,0.348672,0.0387193,0.348672
0.0213128,0.200703,0.0384139,0.346076,0.0384139,0.346076
0.0179572,0.225375,0.0380612,0.343995,0.0380612,0.343995
0.0169083,0.195986,0.0377027,0.341487,0.0377027,0.341487
0.0142693,0.197375,0.0373121,0.339085,0.0373121,0.339085
0.0142693,0.197375,0.0369344,0.336762,0.0369344,0.336762
0.0307473,0.275508,0.0368346,0.335774,0.0368346,0.335774
0.0307473,0.275508,0.036738,0.334817,0.036738,0.334817
0.0307473,0.275508,0.0366444,0.33389,0.0366444,0.33389
0.046195,0.512681,0.0367913,0.336641,0.0367913,0.336641
0.046195,0.512681,0.0369338,0.339308,0.0369338,0.339308
0.046195,0.512681,0.037072,0.341896,0.037072,0.341896
0.0445242,0.332413,0.0371816,0.341756,0.0371816,0.341756
0.0526828,0.599113,0.0374062,0.345486,0.0374062,0.345486
0.0526828,0.599113,0.0376245,0.349109,0.0376245,0.349109
0.0456579,0.502077,0.0377376,0.351264,0.0377376,0.351264
0.0434032,0.508923,0.0378163,0.353454,0.0378163,0.353454
0.0394695,0.483939,0.037839,0.355241,0.037839,0.355241
0.0359561,0.210052,0.0378135,0.353279,0.0378135,0.353279
0.0477859,0.338655,0.0379465,0.353084,0.0379465,0.353084
0.031871,0.177998,0.0378665,0.35078,0.0378665,0.35078
0.031871,0.177998,0.0377887,0.348536,0.0377887,0.348536
0.0288482,0.252556,0.0376741,0.347306,0.0376741,0.347306
0.0247731,0.180124,0.0375107,0.34519,0.0375107,0.34519
0.0247731,0.180124,0.0373515,0.343126,0.0373515,0.343126
0.0247731,0.180124,0.0371962,0.341114,0.0371962,0.341114
0.0232533,0.135186,0.0370262,0.338603,0.0370262,0.338603
0.0309966,0.436715,0.0369536,0.339785,0.0369536,0.339785
0.0286065,0.339498,0.0368542,0.339781,0.0368542,0.339781
0.0334674,0.390741,0.0368143,0.340381,0.0368143,0.340381
0.0334674,0.390741,0.0367754,0.340966,0.0367754,0.340966
0.0312819,0.292391,0.0367123,0.340408,0.0367123,0.340408
0.0264291,0.326602,0.0365954,0.340251,0.0365954,0.340251
0.0264291,0.326602,0.0364812,0.340098,0.0364812,0.340098
0.0264291,0.326602,0.0363695,0.339948,0.0363695,0.339948
0.0500675,0.507537,0.03652,0.34179,0.03652,0.34179
0.0628401,0.400302,0.0368061,0.342426,0.0368061,0.342426
0.0613342,0.29642,0.0370699,0.341931,0.0370699,0.341931
0.0739245,0.574217,0.0374619,0.344402,0.0374619,0.344402
0.0429531,0.662118,0.0375197,0.347746,0.0375197,0.347746
0.0337197,0.672028,0.0374802,0.351124,0.0374802,0.351124
0.0337197,0.672028,0.0374414,0.354433,0.0374414,0.354433
0.0361087,0.452571,0.0374278,0.355434,0.0374278,0.355434
0.0361087,0.452571,0.0374145,0.356415,0.0374145,0.356415
0.0361087,0.452571,0.0374014,0.357377,0.0374014,0.357377
0.0381233,0.420303,0.0374086,0.358,0.0374086,0.358
0.0513908,0.22258,0.0375456,0.356672,0.0375456,0.356672
0.0513908,0.22258,0.0376801,0.35537,0.0376801,0.35537
0.0513908,0.22258,0.0378119,0.354093,0.0378119,0.354093
0.0392778,0.288098,0.0378258,0.353465,0.0378258,0.353465
0.0307442,0.217394,0.037759,0.352181,0.037759,0.352181
0.0307442,0.217394,0.0376935,0.350922,0.0376935,0.350922
0.0316898,0.218176,0.0376379,0.349692,0.0376379,0.349692
0.0337762,0.296526,0.0376025,0.349205,0.0376025,0.349205
0.0337762,0.296526,0.0375677,0.348726,0.0375677,0.348726
0.0337762,0.296526,0.0375335,0.348256,0.0375335,0.348256
0.0348208,0.111552,0.0375093,0.346142,0.0375093,0.346142
0.0400519,0.473156,0.0375318,0.347266,0.0375318,0.347266
0.0445497,0.243149,0.0375934,0.346353,0.0375934,0.346353
0.0367123,0.349076,0.0375857,0.346376,0.0375857,0.346376
0.0367123,0.349076,0.0375782,0.3464,0.0375782,0.3464
0.0289131,0.196251,0.0375041,0.345116,0.0375041,0.345116
0.0545457,0.629163,0.0376485,0.347524,0.0376485,0.347524
0.0545457,0.629163,0.0377905,0.34989,0.0377905,0.34989
0.0532921,0.576166,0.0379197,0.351776,0.0379197,0.351776
0.0476561,0.31901,0.0380002,0.351505,0.0380002,0.351505
0.0476561,0.31901,0.0380793,0.351239,0.0380793,0.351239
